model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,512,26," and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer","[' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n']","['I', ' apologize', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' text', ' as', ' it', ' appears', ' to', ' be', ' from', ' a']","['But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer']",1.0,"I apologize, but I can't continue the text as it appears to be from a specific copyrighted work, and I don't have access to the full content of the article titled ""Capitalist Narrative in the Works of Gibson"" by Henry O. C","But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer",tensor([[0.8181]]),40,"[tensor([[0.7673]]), tensor([[0.7812]]), tensor([[0.7656]]), tensor([[0.7712]]), tensor([[0.7689]]), tensor([[0.7505]]), tensor([[0.7500]]), tensor([[0.7542]]), tensor([[0.7627]]), tensor([[0.7665]]), tensor([[0.7681]]), tensor([[0.7760]]), tensor([[0.7744]]), tensor([[0.7765]]), tensor([[0.7824]]), tensor([[0.7870]]), tensor([[0.7943]]), tensor([[0.7737]]), tensor([[0.7739]]), tensor([[0.7753]]), tensor([[0.7786]]), tensor([[0.7750]]), tensor([[0.7777]]), tensor([[0.7802]]), tensor([[0.7796]]), tensor([[0.7785]]), tensor([[0.7782]]), tensor([[0.7782]]), tensor([[0.7802]]), tensor([[0.7765]]), tensor([[0.7868]]), tensor([[0.7863]]), tensor([[0.7673]]), tensor([[0.7717]]), tensor([[0.7723]]), tensor([[0.7749]]), tensor([[0.7690]]), tensor([[0.7677]]), tensor([[0.8154]]), tensor([[0.8181]]), tensor([[0.8152]]), tensor([[0.8109]]), tensor([[0.8147]])]",511,536
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,512,26," and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer","[' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n']","['G', 'ib', 'son', ""'s"", ' works', ' resonate', ' with', ' a', ' capitalist', ' narrative', ' that', ' threads', ' through', ' the', ' intricate', ' tape', 'stry']","['But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer']",1.0,Gibson's works resonate with a capitalist narrative that threads through the intricate tapestry of his cyberpunk genre. This narrative not only reflects upon the prevailing capitalist system but also critiques its potentially dystopian impact on a technologically driven future. The post,"But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer",tensor([[0.8611]]),6,"[tensor([[0.7673]]), tensor([[0.8093]]), tensor([[0.8339]]), tensor([[0.8463]]), tensor([[0.8527]]), tensor([[0.8611]]), tensor([[0.8348]]), tensor([[0.8347]]), tensor([[0.8414]]), tensor([[0.8422]]), tensor([[0.8426]]), tensor([[0.8462]]), tensor([[0.8459]]), tensor([[0.8458]]), tensor([[0.8459]]), tensor([[0.8459]]), tensor([[0.8476]]), tensor([[0.8406]]), tensor([[0.8389]]), tensor([[0.8413]]), tensor([[0.8489]]), tensor([[0.8401]]), tensor([[0.8377]]), tensor([[0.8363]]), tensor([[0.8361]]), tensor([[0.8363]]), tensor([[0.8368]]), tensor([[0.8355]]), tensor([[0.8335]]), tensor([[0.8338]]), tensor([[0.8330]]), tensor([[0.8339]]), tensor([[0.8350]]), tensor([[0.8330]]), tensor([[0.8309]]), tensor([[0.8301]]), tensor([[0.8317]]), tensor([[0.8305]]), tensor([[0.8297]]), tensor([[0.8365]]), tensor([[0.8309]]), tensor([[0.8278]])]",511,536
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,254,31," However, the masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist","[' However', ',', ' the', ' masculine', '/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp']","['However', ',', ' the', ' masculine', '/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Spencer', 'ian', ' capitalism', ' appears', ' minor', ' when', ' compared', ' to', ' the', ' influence']","['elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist']",1.0,"However, the masculine/feminine distinction intrinsic to Spencerian capitalism appears minor when compared to the influence of postcapitalist theory on Gibson's works. The shift towards a more collective, post-scarcity society is evident in his exploration of digital currencies","elling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist",tensor([[0.7991]]),10,"[tensor([[0.7354]]), tensor([[0.7400]]), tensor([[0.7413]]), tensor([[0.7252]]), tensor([[0.7299]]), tensor([[0.7202]]), tensor([[0.7207]]), tensor([[0.7346]]), tensor([[0.7930]]), tensor([[0.7991]]), tensor([[0.7847]]), tensor([[0.7845]]), tensor([[0.7818]]), tensor([[0.7806]]), tensor([[0.7822]]), tensor([[0.7846]]), tensor([[0.7804]]), tensor([[0.7806]]), tensor([[0.7796]]), tensor([[0.7803]]), tensor([[0.7885]]), tensor([[0.7782]]), tensor([[0.7886]]), tensor([[0.7882]]), tensor([[0.7871]]), tensor([[0.7886]]), tensor([[0.7886]]), tensor([[0.7886]]), tensor([[0.7929]]), tensor([[0.7923]]), tensor([[0.7938]]), tensor([[0.7945]]), tensor([[0.7929]]), tensor([[0.7946]]), tensor([[0.7935]]), tensor([[0.7940]]), tensor([[0.7928]]), tensor([[0.7879]])]",253,283
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,254,31," However, the masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist","[' However', ',', ' the', ' masculine', '/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp']","['Sorry', ',', ' but', ' I', ' cannot', ' continue', ' the', ' text', ' as', ' you', ' are', ' referencing', ' an', ' article', ' that', ' appears', ' to', ' be', ' not', ' publicly']","['elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist']",1.0,"Sorry, but I cannot continue the text as you are referencing an article that appears to be not publicly available or may not exist. If you're looking for an analysis or summary of themes found in the works of William Gibson, particularly in relation to a","elling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist",tensor([[0.7653]]),16,"[tensor([[0.7354]]), tensor([[0.7238]]), tensor([[0.7116]]), tensor([[0.7143]]), tensor([[0.7022]]), tensor([[0.7172]]), tensor([[0.7166]]), tensor([[0.7238]]), tensor([[0.7243]]), tensor([[0.7199]]), tensor([[0.7283]]), tensor([[0.7413]]), tensor([[0.7492]]), tensor([[0.7558]]), tensor([[0.7643]]), tensor([[0.7653]]), tensor([[0.7651]]), tensor([[0.7638]]), tensor([[0.7598]]), tensor([[0.7577]]), tensor([[0.7573]]), tensor([[0.7587]]), tensor([[0.7621]]), tensor([[0.7629]]), tensor([[0.7532]]), tensor([[0.7571]]), tensor([[0.7609]]), tensor([[0.7594]]), tensor([[0.7588]]), tensor([[0.7609]]), tensor([[0.7574]]), tensor([[0.7613]]), tensor([[0.7608]]), tensor([[0.7643]]), tensor([[0.7577]]), tensor([[0.7566]]), tensor([[0.7568]]), tensor([[0.7616]]), tensor([[0.7557]]), tensor([[0.7632]]), tensor([[0.7607]]), tensor([[0.7569]]), tensor([[0.7606]]), tensor([[0.7629]]), tensor([[0.7586]]), tensor([[0.7589]]), tensor([[0.7619]])]",253,283
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,254,31," However, the masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist","[' However', ',', ' the', ' masculine', '/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp']","['ek', 'tor', ""'s"", ' critique', ' of', ' cultural', ' pretext', 'ual', ' theory', ' is', ' also', ' evident', ' in', ' Gibson', ""'s"", ' seminal', ' work', ',', "" '"", 'Ne']","['elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist']",1.0,"ektor's critique of cultural pretextual theory is also evident in Gibson's seminal work, 'Neuromancer.' Through his characters, Gibson juxtaposes elements of capitalism and counterculture, highlighting a struggle between ideological freedom and market-driven constraints.","elling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist",tensor([[0.7720]]),23,"[tensor([[0.7354]]), tensor([[0.7292]]), tensor([[0.7409]]), tensor([[0.7508]]), tensor([[0.7359]]), tensor([[0.7317]]), tensor([[0.7291]]), tensor([[0.7300]]), tensor([[0.7381]]), tensor([[0.7375]]), tensor([[0.7401]]), tensor([[0.7448]]), tensor([[0.7424]]), tensor([[0.7322]]), tensor([[0.7292]]), tensor([[0.7364]]), tensor([[0.7355]]), tensor([[0.7353]]), tensor([[0.7382]]), tensor([[0.7373]]), tensor([[0.7386]]), tensor([[0.7367]]), tensor([[0.7720]]), tensor([[0.7646]]), tensor([[0.7615]]), tensor([[0.7529]]), tensor([[0.7538]]), tensor([[0.7504]]), tensor([[0.7525]]), tensor([[0.7516]]), tensor([[0.7497]]), tensor([[0.7511]]), tensor([[0.7496]]), tensor([[0.7521]])]",253,283
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,317,25," truth. In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist. A","[' truth', '.', ' In', ' a', ' sense', ',', ' the']","['capital', 'ist', ' narrative', ' becomes', ' a', ' character', ' in', ' Gibson', ""'s"", ' works', ',', ' shaping', ' the', ' world', ' in', ' which', ' his', ' stories']","[' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant', ' as', ' artist', '.', ' A']",0.9444444444444444,"capitalist narrative becomes a character in Gibson's works, shaping the world in which his stories unfold and influencing the actions of his protagonists. With a keen eye for the intricacies of power dynamics and the ways in which technology intersects with society, Gibson we", characteristic theme of the works of Spelling is the role of the participant as artist. A,tensor([[0.7891]]),6,"[tensor([[0.7364]]), tensor([[0.7350]]), tensor([[0.7577]]), tensor([[0.7705]]), tensor([[0.7784]]), tensor([[0.7891]]), tensor([[0.7832]]), tensor([[0.7472]]), tensor([[0.7643]]), tensor([[0.7778]]), tensor([[0.7821]]), tensor([[0.7663]]), tensor([[0.7720]]), tensor([[0.7775]]), tensor([[0.7835]]), tensor([[0.7695]]), tensor([[0.7668]]), tensor([[0.7737]]), tensor([[0.7698]]), tensor([[0.7800]]), tensor([[0.7712]]), tensor([[0.7732]]), tensor([[0.7756]]), tensor([[0.7758]]), tensor([[0.7782]]), tensor([[0.7805]]), tensor([[0.7778]]), tensor([[0.7715]]), tensor([[0.7743]]), tensor([[0.7773]]), tensor([[0.7694]]), tensor([[0.7745]]), tensor([[0.7702]]), tensor([[0.7639]]), tensor([[0.7697]]), tensor([[0.7708]]), tensor([[0.7639]]), tensor([[0.7670]]), tensor([[0.7671]]), tensor([[0.7638]]), tensor([[0.7620]]), tensor([[0.7629]]), tensor([[0.7782]]), tensor([[0.7628]]), tensor([[0.7727]])]",316,340
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,317,25," truth. In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist. A","[' truth', '.', ' In', ' a', ' sense', ',', ' the']","['main', ' theme', ' of', ' d', ""'"", 'Er', 'lette', ""'s"", ' [', 'Capital', 'ist', ' Narrative', ' in', ' the', ' Works', ' of', ' Gibson', ']']","[' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant', ' as', ' artist', '.', ' A']",0.8888888888888888,"main theme of d'Erlette's [Capitalist Narrative in the Works of Gibson] is not, in fact, narrative, but postnarrative. The primary theme of the works of Gibson is the defining characteristic of neocapitalist", characteristic theme of the works of Spelling is the role of the participant as artist. A,tensor([[0.8151]]),4,"[tensor([[0.7364]]), tensor([[0.7697]]), tensor([[0.7873]]), tensor([[0.8151]]), tensor([[0.8003]]), tensor([[0.7797]]), tensor([[0.7801]]), tensor([[0.7845]]), tensor([[0.7895]]), tensor([[0.7890]]), tensor([[0.7990]]), tensor([[0.7925]]), tensor([[0.7816]]), tensor([[0.7746]]), tensor([[0.7761]]), tensor([[0.7738]]), tensor([[0.7807]]), tensor([[0.7872]]), tensor([[0.7839]]), tensor([[0.7951]]), tensor([[0.7953]]), tensor([[0.7939]]), tensor([[0.7958]]), tensor([[0.7966]]), tensor([[0.7947]]), tensor([[0.7974]]), tensor([[0.7964]]), tensor([[0.7927]]), tensor([[0.7961]]), tensor([[0.7972]]), tensor([[0.8080]]), tensor([[0.8073]]), tensor([[0.7920]])]",316,340
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,317,25," truth. In a sense, the characteristic theme of the works of Spelling is the role of the participant as artist. A","[' truth', '.', ' In', ' a', ' sense', ',', ' the']","['primary', ' theme', ' of', ' the', ' works', ' of', ' Gibson', ' is', ' the', ' role', ' of', ' the', ' observer', ' as', ' artist', '.', ' The', ' protagonist']","[' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' role', ' of', ' the', ' participant', ' as', ' artist', '.', ' A']",0.3333333333333333,"primary theme of the works of Gibson is the role of the observer as artist. The protagonist's reality is consistently manipulated and distorted, reflecting the disorienting effects of capitalist society. Thus, Gibson's narratives serve as a critique of the capitalist structure,", characteristic theme of the works of Spelling is the role of the participant as artist. A,tensor([[0.8568]]),17,"[tensor([[0.7364]]), tensor([[0.7720]]), tensor([[0.8065]]), tensor([[0.8295]]), tensor([[0.8369]]), tensor([[0.8471]]), tensor([[0.8528]]), tensor([[0.8066]]), tensor([[0.8057]]), tensor([[0.8110]]), tensor([[0.8278]]), tensor([[0.8307]]), tensor([[0.8329]]), tensor([[0.8342]]), tensor([[0.8388]]), tensor([[0.8475]]), tensor([[0.8568]]), tensor([[0.8476]]), tensor([[0.8405]]), tensor([[0.8354]]), tensor([[0.8325]]), tensor([[0.8303]]), tensor([[0.8358]]), tensor([[0.8233]]), tensor([[0.8232]]), tensor([[0.8315]]), tensor([[0.8202]]), tensor([[0.8209]]), tensor([[0.8273]]), tensor([[0.8115]]), tensor([[0.8171]]), tensor([[0.8223]]), tensor([[0.8217]]), tensor([[0.8158]]), tensor([[0.8161]]), tensor([[0.8189]]), tensor([[0.8226]]), tensor([[0.8090]]), tensor([[0.8115]]), tensor([[0.8150]]), tensor([[0.8042]]), tensor([[0.8056]])]",316,340
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,574,26," Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning S","[' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition', ',']","['as', ' the', ' novel', ' del', 'ves', ' into', ' the', ' intersection', ' of', ' technology', ',', ' advertising', ',']","[' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S']",1.0,"as the novel delves into the intersection of technology, advertising, and global capitalism. The protagonist Cayce Pollard navigates a world where brand loyalty dictates personal identity and connections are made and broken through online media. This exploration of the capitalist society is", although in a more semantic sense. An abundance of appropriations concerning S,tensor([[0.8179]]),3,"[tensor([[0.7851]]), tensor([[0.7945]]), tensor([[0.8179]]), tensor([[0.7888]]), tensor([[0.7903]]), tensor([[0.8038]]), tensor([[0.8047]]), tensor([[0.7731]]), tensor([[0.7961]]), tensor([[0.7813]]), tensor([[0.7774]]), tensor([[0.7841]]), tensor([[0.7878]]), tensor([[0.7826]]), tensor([[0.7828]]), tensor([[0.7817]]), tensor([[0.7668]]), tensor([[0.7590]]), tensor([[0.7593]]), tensor([[0.7608]]), tensor([[0.7534]]), tensor([[0.7532]]), tensor([[0.7553]]), tensor([[0.7502]]), tensor([[0.7493]]), tensor([[0.7478]]), tensor([[0.7465]]), tensor([[0.7485]]), tensor([[0.7453]]), tensor([[0.7467]]), tensor([[0.7449]]), tensor([[0.7472]]), tensor([[0.7440]]), tensor([[0.7443]]), tensor([[0.7466]]), tensor([[0.7696]]), tensor([[0.7521]]), tensor([[0.7499]]), tensor([[0.7504]]), tensor([[0.7501]]), tensor([[0.7521]]), tensor([[0.7520]]), tensor([[0.7472]])]",573,598
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,574,26," Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning S","[' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition', ',']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' text', ' from', "" '""]","[' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S']",1.0,"I'm sorry, but I can't continue the text from 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette because it's not an actual published work, and it appears to be a fictitious reference", although in a more semantic sense. An abundance of appropriations concerning S,tensor([[0.7948]]),2,"[tensor([[0.7851]]), tensor([[0.7948]]), tensor([[0.7593]]), tensor([[0.7632]]), tensor([[0.7663]]), tensor([[0.7292]]), tensor([[0.7443]]), tensor([[0.7518]]), tensor([[0.7630]]), tensor([[0.7722]]), tensor([[0.7780]]), tensor([[0.7758]]), tensor([[0.7768]]), tensor([[0.7844]]), tensor([[0.7758]]), tensor([[0.7850]]), tensor([[0.7754]]), tensor([[0.7759]]), tensor([[0.7773]]), tensor([[0.7879]]), tensor([[0.7849]]), tensor([[0.7821]]), tensor([[0.7851]]), tensor([[0.7870]]), tensor([[0.7872]]), tensor([[0.7878]]), tensor([[0.7872]]), tensor([[0.7839]]), tensor([[0.7854]]), tensor([[0.7836]]), tensor([[0.7837]]), tensor([[0.7864]]), tensor([[0.7852]]), tensor([[0.7858]]), tensor([[0.7835]]), tensor([[0.7817]]), tensor([[0.7833]])]",573,598
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,574,26," Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning S","[' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in', ' Pattern', ' Recognition', ',']","['although', ' in', ' a', ' more', ' nuanced', ' manner', '.', ' Here', ',', ' Gibson', ' digs', ' deeper', ' into']","[' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S']",0.6923076923076923,"although in a more nuanced manner. Here, Gibson digs deeper into the capitalist narrative, focusing on the dominance of corporate power and the impact of global economics on individual identities and social structures. With the prominent use of brand names and symbols, he simultaneously critiques", although in a more semantic sense. An abundance of appropriations concerning S,tensor([[0.8720]]),5,"[tensor([[0.7851]]), tensor([[0.8385]]), tensor([[0.8431]]), tensor([[0.8619]]), tensor([[0.8720]]), tensor([[0.8560]]), tensor([[0.8544]]), tensor([[0.8524]]), tensor([[0.8364]]), tensor([[0.8400]]), tensor([[0.8336]]), tensor([[0.8385]]), tensor([[0.8403]]), tensor([[0.8174]]), tensor([[0.8180]]), tensor([[0.8035]]), tensor([[0.8015]]), tensor([[0.8089]]), tensor([[0.7976]]), tensor([[0.8028]]), tensor([[0.7859]]), tensor([[0.7813]]), tensor([[0.7877]]), tensor([[0.7889]]), tensor([[0.7811]]), tensor([[0.7825]]), tensor([[0.7811]]), tensor([[0.7773]]), tensor([[0.7776]]), tensor([[0.7768]]), tensor([[0.7718]]), tensor([[0.7747]]), tensor([[0.7740]]), tensor([[0.8131]]), tensor([[0.7895]]), tensor([[0.7880]]), tensor([[0.7858]]), tensor([[0.7844]]), tensor([[0.7861]]), tensor([[0.7858]]), tensor([[0.7834]]), tensor([[0.7863]]), tensor([[0.8069]]), tensor([[0.7905]]), tensor([[0.7837]]), tensor([[0.7673]])]",573,598
