,Unnamed: 0,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
220,322,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,446,28," dematerialism, but subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However,","[' dem', 'aterial', 'ism', ',', ' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D', 'err', 'ida']","['’s', ' concept', ' of', ' capitalist', ' narrative', ' suggests', ' that', ' reality', ' is', ' constructed', ' through', ' language', ' and', ' that', ' the']","[' promotes', ' the', ' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',']",1.0,"’s concept of capitalist narrative suggests that reality is constructed through language and that the boundaries between the real and the virtual are increasingly blurred in our current capitalist society. This idea is reflected in Gibson’s works, where characters navigate a world where technology and capitalism have"," promotes the use of postcapitalist theory to deconstruct class.
However,",tensor([[0.8536]]),31,"[tensor([[0.7448]]), tensor([[0.7651]]), tensor([[0.8045]]), tensor([[0.8185]]), tensor([[0.8451]]), tensor([[0.8300]]), tensor([[0.8475]]), tensor([[0.8462]]), tensor([[0.8411]]), tensor([[0.8411]]), tensor([[0.8419]]), tensor([[0.8441]]), tensor([[0.8313]]), tensor([[0.8364]]), tensor([[0.8409]]), tensor([[0.8433]]), tensor([[0.8385]]), tensor([[0.8372]]), tensor([[0.8399]]), tensor([[0.8320]]), tensor([[0.8340]]), tensor([[0.8334]]), tensor([[0.8305]]), tensor([[0.8298]]), tensor([[0.8290]]), tensor([[0.8379]]), tensor([[0.8393]]), tensor([[0.8434]]), tensor([[0.8368]]), tensor([[0.8341]]), tensor([[0.8536]]), tensor([[0.8301]]), tensor([[0.8256]]), tensor([[0.8246]]), tensor([[0.8258]]), tensor([[0.8242]]), tensor([[0.8029]]), tensor([[0.8274]]), tensor([[0.8046]]), tensor([[0.8043]]), tensor([[0.8001]]), tensor([[0.8032]]), tensor([[0.7979]]), tensor([[0.8009]]), tensor([[0.7918]]), tensor([[0.7933]]), tensor([[0.7908]]), tensor([[0.7904]])]",445,472,0.3033088235294117
222,325,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,308,25," predominant concept is the concept of subconstructivist truth. In a sense, the characteristic theme of the works of Spelling is","[' predominant', ' concept', ' is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist']","['re', 'ality', '.', ' This', ' concept', ',', ' explored', ' through', ' the', ' lens', ' of', ' cyber', 'net', 'ics', ' and', ' artificial']","[' truth', '.', ' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is']",0.9375,"reality. This concept, explored through the lens of cybernetics and artificial intelligence, demonstrates Gibson's keen interest in the ways in which technology and capitalism intersect to shape our understanding of the world. By portraying a future where these forces have become in"," truth. In a sense, the characteristic theme of the works of Spelling is",tensor([[0.8008]]),7,"[tensor([[0.7392]]), tensor([[0.7903]]), tensor([[0.7793]]), tensor([[0.7946]]), tensor([[0.7943]]), tensor([[0.7957]]), tensor([[0.8008]]), tensor([[0.7862]]), tensor([[0.7920]]), tensor([[0.7831]]), tensor([[0.7841]]), tensor([[0.7878]]), tensor([[0.7859]]), tensor([[0.7965]]), tensor([[0.7713]]), tensor([[0.7711]]), tensor([[0.7568]]), tensor([[0.7556]]), tensor([[0.7611]]), tensor([[0.7610]]), tensor([[0.7610]]), tensor([[0.7617]]), tensor([[0.7522]]), tensor([[0.7574]]), tensor([[0.7514]]), tensor([[0.7416]]), tensor([[0.7431]]), tensor([[0.7449]]), tensor([[0.7507]]), tensor([[0.7446]]), tensor([[0.7445]]), tensor([[0.7485]]), tensor([[0.7605]]), tensor([[0.7591]]), tensor([[0.7578]]), tensor([[0.7541]]), tensor([[0.7523]]), tensor([[0.7510]]), tensor([[0.7498]]), tensor([[0.7485]]), tensor([[0.7478]]), tensor([[0.7471]]), tensor([[0.7468]])]",307,331,0.3033088235294117
224,328,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,537,28,"ancer he reiterates capitalist narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the example","['ancer', ' he', ' re', 'iter', 'ates', ' capitalist', ' narrative', '.']","['G', 'ib', 'son', '’s', ' works', ' often', ' explore', ' themes', ' of', ' technology', ',', ' individual', 'ism', ',', ' and', ' the', ' impact', ' of', ' capitalism', ' on']","[' The', ' main', ' theme', ' of', ' the', ' works', ' of', ' Gibson', ' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the', ' example']",1.0,"Gibson’s works often explore themes of technology, individualism, and the impact of capitalism on society. In novels such as ""Neuromancer,"" he reiterates capitalist narrative by depicting a future world dominated by corporations where individuals are often"," The main theme of the works of Gibson is a self-supporting totality.
Thus, the example",tensor([[0.9069]]),11,"[tensor([[0.7202]]), tensor([[0.8204]]), tensor([[0.8744]]), tensor([[0.8710]]), tensor([[0.8656]]), tensor([[0.8967]]), tensor([[0.9066]]), tensor([[0.8827]]), tensor([[0.9030]]), tensor([[0.9056]]), tensor([[0.9069]]), tensor([[0.8990]]), tensor([[0.9035]]), tensor([[0.8948]]), tensor([[0.8968]]), tensor([[0.8866]]), tensor([[0.8921]]), tensor([[0.8864]]), tensor([[0.8870]]), tensor([[0.8854]]), tensor([[0.8641]]), tensor([[0.8771]]), tensor([[0.8728]]), tensor([[0.8695]]), tensor([[0.8683]]), tensor([[0.8670]]), tensor([[0.8681]]), tensor([[0.8698]]), tensor([[0.8674]]), tensor([[0.8663]]), tensor([[0.8652]]), tensor([[0.8660]]), tensor([[0.8642]]), tensor([[0.8633]]), tensor([[0.8625]]), tensor([[0.8618]]), tensor([[0.8625]])]",536,563,0.3033088235294117
226,331,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,378,38," say the meaninglessness, of predialectic sexual identity. Therefore, Scuglia[4] holds that the works of Spelling are empowering. Many appropriations concerning the role of the writer","[' say', ' the', ' meaning', 'lessness', ',']","['say', ' the', ' meaning', 'lessness', ' of', ' life', ' in', ' a', ' world', ' driven', ' by', ' consumer', 'ism', ' and', ' technological', ' advancement', '.', ' Through', ' his', ' vivid', ' depiction', ' of', ' this', ' dyst', 'opian', ' reality', ',', ' Gibson', ' challenges', ' the', ' audience', ' to', ' question']","[' of', ' pred', 'ialect', 'ic', ' sexual', ' identity', '.', ' Therefore', ',', ' Sc', 'ug', 'lia', '[', '4', ']', ' holds', ' that', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' empowering', '.', ' Many', ' appropriations', ' concerning', ' the', ' role', ' of', ' the', ' writer']",1.0,"say the meaninglessness of life in a world driven by consumerism and technological advancement. Through his vivid depiction of this dystopian reality, Gibson challenges the audience to question the consequences of unchecked capitalism and the potential bleak future it may lead us towards. In"," of predialectic sexual identity. Therefore, Scuglia[4] holds that the works of Spelling are empowering. Many appropriations concerning the role of the writer",tensor([[0.7899]]),8,"[tensor([[0.7589]]), tensor([[0.7546]]), tensor([[0.7776]]), tensor([[0.7817]]), tensor([[0.7898]]), tensor([[0.7757]]), tensor([[0.7837]]), tensor([[0.7899]]), tensor([[0.7730]]), tensor([[0.7812]]), tensor([[0.7816]]), tensor([[0.7652]]), tensor([[0.7656]]), tensor([[0.7692]]), tensor([[0.7601]]), tensor([[0.7739]]), tensor([[0.7712]]), tensor([[0.7779]]), tensor([[0.7841]]), tensor([[0.7797]]), tensor([[0.7811]]), tensor([[0.7842]]), tensor([[0.7755]]), tensor([[0.7763]]), tensor([[0.7641]]), tensor([[0.7661]]), tensor([[0.7589]]), tensor([[0.7615]]), tensor([[0.7601]]), tensor([[0.7633]]), tensor([[0.7632]]), tensor([[0.7637]]), tensor([[0.7714]]), tensor([[0.7582]]), tensor([[0.7605]]), tensor([[0.7624]]), tensor([[0.7569]]), tensor([[0.7546]]), tensor([[0.7541]]), tensor([[0.7600]]), tensor([[0.7568]]), tensor([[0.7543]]), tensor([[0.7558]]), tensor([[0.7625]]), tensor([[0.7640]])]",377,414,0.3033088235294117
228,334,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,85,39,".
However, if Sontagist camp holds, the works of Spelling are postmodern. The characteristic theme of the works of Spelling is a mythopoetical paradox.
It could be","['.\n', 'However', ',', ' if', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' the', ' works', ' of', ' Sp']","['.', ' However', ',', ' if', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' the', ' works', ' of', ' Sp', 'ook', ' Country', ' are', ' not', ' post', 'modern', '.', ' B', 'ata']","['elling', ' are', ' post', 'modern', '.', ' The', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' a', ' myth', 'opo', 'etical', ' paradox', '.\n', 'It', ' could', ' be']",0.9166666666666666,". However, if Sontagist camp holds, the works of Spook Country are not postmodern. Bataille uses the term 'semanticist neocapitalist theory' to denote the role of the reader as participant. Thus,","elling are postmodern. The characteristic theme of the works of Spelling is a mythopoetical paradox.
It could be",tensor([[0.8331]]),2,"[tensor([[0.7779]]), tensor([[0.8331]]), tensor([[0.7946]]), tensor([[0.7800]]), tensor([[0.7795]]), tensor([[0.7592]]), tensor([[0.7459]]), tensor([[0.7444]]), tensor([[0.7549]]), tensor([[0.7569]]), tensor([[0.7574]]), tensor([[0.7508]]), tensor([[0.7539]]), tensor([[0.7601]]), tensor([[0.7863]]), tensor([[0.7948]]), tensor([[0.7891]]), tensor([[0.7830]]), tensor([[0.7885]]), tensor([[0.7958]]), tensor([[0.7834]]), tensor([[0.7888]]), tensor([[0.7825]]), tensor([[0.7833]]), tensor([[0.7824]]), tensor([[0.7812]]), tensor([[0.7794]]), tensor([[0.7801]]), tensor([[0.7840]]), tensor([[0.7837]]), tensor([[0.7874]]), tensor([[0.7845]])]",84,122,0.3033088235294117
230,337,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,188,26," denote the meaninglessness of conceptualist society. The subject is interpolated into a capitalist narrative that includes consciousness as a totality.
2","[' denote', ' the', ' meaning', 'lessness', ' of', ' conceptual']","['systems', ' when', ' faced', ' with', ' the', ' unpredictable', ' forces', ' of', ' a', ' rapidly', ' advancing', ' technological', ' society', '.', ' Gibson', ""'s"", ' narratives', ' often', ' present', ' a']","['ist', ' society', '.', ' The', ' subject', ' is', ' interpolated', ' into', ' a', ' capitalist', ' narrative', ' that', ' includes', ' consciousness', ' as', ' a', ' tot', 'ality', '.\n', '2']",0.95,"systems when faced with the unpredictable forces of a rapidly advancing technological society. Gibson's narratives often present a world where traditional power structures are dismantled, and new forms of control emerge in the form of multinational corporations and shadowy government agencies. This dissolution of","ist society. The subject is interpolated into a capitalist narrative that includes consciousness as a totality.
2",tensor([[0.8402]]),16,"[tensor([[0.7715]]), tensor([[0.8015]]), tensor([[0.8075]]), tensor([[0.8135]]), tensor([[0.8223]]), tensor([[0.8338]]), tensor([[0.8015]]), tensor([[0.7972]]), tensor([[0.8078]]), tensor([[0.8116]]), tensor([[0.8037]]), tensor([[0.7982]]), tensor([[0.8082]]), tensor([[0.8209]]), tensor([[0.8264]]), tensor([[0.8402]]), tensor([[0.8358]]), tensor([[0.8250]]), tensor([[0.8271]]), tensor([[0.8235]]), tensor([[0.8203]]), tensor([[0.8178]]), tensor([[0.8146]]), tensor([[0.8100]]), tensor([[0.8072]]), tensor([[0.8119]]), tensor([[0.8071]]), tensor([[0.8049]]), tensor([[0.8024]]), tensor([[0.8065]]), tensor([[0.8044]]), tensor([[0.8031]]), tensor([[0.8046]]), tensor([[0.8090]]), tensor([[0.8033]]), tensor([[0.8060]]), tensor([[0.8029]]), tensor([[0.8054]]), tensor([[0.8100]]), tensor([[0.8014]]), tensor([[0.8006]]), tensor([[0.8136]]), tensor([[0.8077]]), tensor([[0.8021]]), tensor([[0.8078]])]",187,212,0.3033088235294117
232,340,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,194,22,"ist society. The subject is interpolated into a capitalist narrative that includes consciousness as a totality.
2. Sub","['ist', ' society', '.', ' The', ' subject', ' is', ' interpolated', ' into']","[' a', ' capitalist', ' paradox', ' that', ' includes', ' reality', ' as', ' a', ' tot', 'ality', '.', ' In', ' a', ' sense']","[' a', ' capitalist', ' narrative', ' that', ' includes', ' consciousness', ' as', ' a', ' tot', 'ality', '.\n', '2', '.', ' Sub']",0.4285714285714285," a capitalist paradox that includes reality as a totality. In a sense, the defining characteristic of capitalist materialism depicted in Gibson's works is not narrative, as Lyotard would have it, but postsnippetmarks the paradigm, and subsequent absurd"," a capitalist narrative that includes consciousness as a totality.
2. Sub",tensor([[0.9122]]),12,"[tensor([[0.7821]]), tensor([[0.7821]]), tensor([[0.7951]]), tensor([[0.8514]]), tensor([[0.8465]]), tensor([[0.8606]]), tensor([[0.8607]]), tensor([[0.8760]]), tensor([[0.8837]]), tensor([[0.8909]]), tensor([[0.9072]]), tensor([[0.9122]]), tensor([[0.9109]]), tensor([[0.9081]]), tensor([[0.9113]]), tensor([[0.9098]]), tensor([[0.9060]]), tensor([[0.9049]]), tensor([[0.9029]]), tensor([[0.8933]]), tensor([[0.8943]]), tensor([[0.8929]]), tensor([[0.8815]]), tensor([[0.8805]]), tensor([[0.8657]]), tensor([[0.8697]]), tensor([[0.8821]]), tensor([[0.8781]]), tensor([[0.8730]]), tensor([[0.8698]]), tensor([[0.8690]]), tensor([[0.8755]]), tensor([[0.8703]]), tensor([[0.8776]]), tensor([[0.8756]]), tensor([[0.8772]]), tensor([[0.8732]]), tensor([[0.8714]]), tensor([[0.8701]])]",193,214,0.3033088235294117
234,343,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,483,39,"rillardist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to choose between modernist theory and the postcultural paradigm of narrative.
But","['r', 'illard', 'ist', ' simul', 'ac', 'ra', ' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag', 'ist', ' camp']","['is', ' equal', ' to', ' reality', ',', ' the', ' works', ' of', ' Gibson', ' suggest', ' that', ' a', ' defining', ' characteristic', ' of', ' society', ',', ' paradox', 'ically', ',']","[' holds', ',', ' we', ' have', ' to', ' choose', ' between', ' modern', 'ist', ' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n', 'But']",1.0,"is equal to reality, the works of Gibson suggest that a defining characteristic of society, paradoxically, is not construction, but rather deconstruction. But if the postdialectic paradigm of narrative holds, we have to choose between Sontagist camp"," holds, we have to choose between modernist theory and the postcultural paradigm of narrative.
But",tensor([[0.8703]]),31,"[tensor([[0.7498]]), tensor([[0.7621]]), tensor([[0.7418]]), tensor([[0.7470]]), tensor([[0.7994]]), tensor([[0.8069]]), tensor([[0.7927]]), tensor([[0.8031]]), tensor([[0.7844]]), tensor([[0.8049]]), tensor([[0.8047]]), tensor([[0.8117]]), tensor([[0.8131]]), tensor([[0.8167]]), tensor([[0.8153]]), tensor([[0.8130]]), tensor([[0.8224]]), tensor([[0.8185]]), tensor([[0.8213]]), tensor([[0.8276]]), tensor([[0.8275]]), tensor([[0.8244]]), tensor([[0.8319]]), tensor([[0.8329]]), tensor([[0.8288]]), tensor([[0.8315]]), tensor([[0.8446]]), tensor([[0.8512]]), tensor([[0.8505]]), tensor([[0.8638]]), tensor([[0.8703]]), tensor([[0.8670]]), tensor([[0.8640]]), tensor([[0.8630]]), tensor([[0.8682]]), tensor([[0.8691]]), tensor([[0.8623]]), tensor([[0.8603]])]",482,520,0.3033088235294117
236,346,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,448,39,"ism, but subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is contextualised into a Baudrillardist simul","['ism', ',', ' but', ' sub', 'dem', 'aterial', 'ism', '.', ' D', 'err', 'ida', ' promotes', ' the', ' use']","['of', ' the', ' capitalist', ' narrative', ' to', ' challenge', ' traditional', ' power', ' structures', ' and', ' hier', 'arch', 'ies', '.', ' In', ' Gibson', ""'s"", ' works', ',', ' we', ' see', ' a', ' reflection', ' of', ' this']","[' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is', ' contextual', 'ised', ' into', ' a', ' B', 'aud', 'r', 'illard', 'ist', ' simul']",1.0,"of the capitalist narrative to challenge traditional power structures and hierarchies. In Gibson's works, we see a reflection of this subversion of power dynamics through the lens of technology and corporate culture. His novels often depict a future where technology has become a"," of postcapitalist theory to deconstruct class.
However, the subject is contextualised into a Baudrillardist simul",tensor([[0.8487]]),12,"[tensor([[0.7687]]), tensor([[0.7865]]), tensor([[0.7942]]), tensor([[0.8251]]), tensor([[0.8324]]), tensor([[0.8380]]), tensor([[0.8301]]), tensor([[0.8420]]), tensor([[0.8334]]), tensor([[0.8385]]), tensor([[0.8376]]), tensor([[0.8487]]), tensor([[0.8452]]), tensor([[0.8356]]), tensor([[0.8314]]), tensor([[0.8274]]), tensor([[0.8254]]), tensor([[0.8277]]), tensor([[0.8293]]), tensor([[0.8261]]), tensor([[0.8261]]), tensor([[0.8316]]), tensor([[0.8322]]), tensor([[0.8259]]), tensor([[0.8236]]), tensor([[0.8208]]), tensor([[0.8241]]), tensor([[0.8215]]), tensor([[0.8220]]), tensor([[0.8115]]), tensor([[0.8127]]), tensor([[0.8089]]), tensor([[0.8263]]), tensor([[0.8188]]), tensor([[0.8167]]), tensor([[0.8115]]), tensor([[0.8060]]), tensor([[0.8078]]), tensor([[0.8052]]), tensor([[0.8078]]), tensor([[0.8020]]), tensor([[0.8014]]), tensor([[0.8009]]), tensor([[0.8056]])]",447,485,0.3033088235294117
239,349,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,546,38," main theme of the works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s Parties is also evident in","[' main', ' theme', ' of', ' the', ' works', ' of']","['G', 'ib', 'son', ' is', ' the', ' impact', ' of', ' capitalism', ' on', ' society', ' and', ' individuals', '.', ' Throughout', ' his', ' novels', ',', ' he', ' explores', ' the', ' ways', ' in', ' which', ' technology', ',', ' consumer', 'ism', ',', ' and', ' corporate', ' power', ' shape']","[' Gibson', ' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the', ' example', ' of', ' Marxist', ' class', ' which', ' is', ' a', ' central', ' theme', ' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in']",1.0,"Gibson is the impact of capitalism on society and individuals. Throughout his novels, he explores the ways in which technology, consumerism, and corporate power shape our world and influence human behavior. By depicting dystopian futures where these forces have run rampant"," Gibson is a self-supporting totality.
Thus, the example of Marxist class which is a central theme of Gibson’s All Tomorrow’s Parties is also evident in",tensor([[0.8780]]),13,"[tensor([[0.7225]]), tensor([[0.8060]]), tensor([[0.8220]]), tensor([[0.8315]]), tensor([[0.8081]]), tensor([[0.8319]]), tensor([[0.8619]]), tensor([[0.8678]]), tensor([[0.8699]]), tensor([[0.8724]]), tensor([[0.8602]]), tensor([[0.8771]]), tensor([[0.8780]]), tensor([[0.8636]]), tensor([[0.8685]]), tensor([[0.8656]]), tensor([[0.8684]]), tensor([[0.8672]]), tensor([[0.8676]]), tensor([[0.8684]]), tensor([[0.8544]]), tensor([[0.8571]]), tensor([[0.8597]]), tensor([[0.8609]]), tensor([[0.8601]]), tensor([[0.8610]]), tensor([[0.8608]]), tensor([[0.8582]]), tensor([[0.8582]]), tensor([[0.8559]]), tensor([[0.8548]]), tensor([[0.8480]]), tensor([[0.8549]]), tensor([[0.8556]]), tensor([[0.8552]]), tensor([[0.8607]]), tensor([[0.8606]]), tensor([[0.8603]]), tensor([[0.8599]]), tensor([[0.8595]]), tensor([[0.8601]]), tensor([[0.8597]])]",545,582,0.3033088235294117
